experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
10_67,10,CMB,True,"['3', '7', '9', '4']","['5', '7', '9']",180
10_67,10,pc,True,"['7', '5']","['5', '7', '9']",394
10_67,10,MBbyMB,True,"['3', '6', '7', '9']","['5', '7', '9']",668
10_68,10,locpc,True,"['7', '9']","['7', '9']",26
10_68,10,ldecc,True,"['9', '7']","['7', '9']",24
10_68,10,CMB,True,[],"['7', '9']",22
10_68,10,pc,False,,"['7', '9']",121
10_68,10,MBbyMB,True,[],"['7', '9']",42
10_69,10,locpc,True,"['4', '6']","['4', '6']",109
10_69,10,ldecc,True,"['6', '4']","['4', '6']",24
10_69,10,CMB,True,"['4', '6']","['4', '6']",31
10_69,10,pc,True,"['4', '6']","['4', '6']",334
10_69,10,MBbyMB,True,"['3', '4', '6']","['4', '6']",307
10_70,10,locpc,True,"['7', '4']","['4', '7']",71
10_70,10,ldecc,True,"['7', '4']","['4', '7']",24
10_70,10,CMB,True,"['7', '0']","['4', '7']",26
10_70,10,pc,False,,"['4', '7']",254
10_70,10,MBbyMB,True,"['7', '0']","['4', '7']",264
10_71,10,locpc,True,"['5', '9', '3', '4']","['3', '4', '5', '9']",213
10_71,10,ldecc,True,"['9', '4', '3', '5']","['3', '4', '5', '9']",71
10_71,10,CMB,True,"['3', '9', '4']","['3', '4', '5', '9']",124
10_71,10,pc,False,,"['3', '4', '5', '9']",384
10_71,10,MBbyMB,True,"['3', '4']","['3', '4', '5', '9']",450
10_72,10,locpc,True,"['9', '2']","['2', '4', '9']",682
10_72,10,ldecc,True,['2'],"['2', '4', '9']",220
10_72,10,CMB,True,"['4', '2', '9']","['2', '4', '9']",104
10_72,10,pc,False,,"['2', '4', '9']",940
10_72,10,MBbyMB,True,"['4', '2']","['2', '4', '9']",590
10_73,10,locpc,True,"['8', '5', '6']","['5', '6', '8']",153
10_73,10,ldecc,True,"['6', '8', '5']","['5', '6', '8']",103
10_73,10,CMB,True,"['6', '0']","['5', '6', '8']",23
10_73,10,pc,False,,"['5', '6', '8']",391
10_73,10,MBbyMB,True,"['6', '0']","['5', '6', '8']",492
10_74,10,locpc,True,"['1', '2']","['1', '2']",37
10_74,10,ldecc,True,"['2', '1']","['1', '2']",24
10_74,10,CMB,True,"['1', '2']","['1', '2']",21
10_74,10,pc,False,,"['1', '2']",156
10_74,10,MBbyMB,True,"['1', '2', '0']","['1', '2']",166
10_75,10,locpc,False,,['1'],383
10_75,10,ldecc,True,['1'],['1'],33
10_75,10,CMB,True,['1'],['1'],1215
10_75,10,pc,False,,['1'],694
10_75,10,MBbyMB,True,"['2', '0', '1', '7']",['1'],469
10_76,10,locpc,True,"['0', '5']","['0', '5']",77
10_76,10,ldecc,True,"['5', '0']","['0', '5']",24
10_76,10,CMB,True,"['4', '7', '2']","['0', '5']",109
10_76,10,pc,False,,"['0', '5']",236
10_76,10,MBbyMB,True,[],"['0', '5']",468
10_77,10,locpc,True,"['7', '0']","['0', '7']",87
10_77,10,ldecc,True,"['7', '0']","['0', '7']",96
10_77,10,CMB,True,['1'],"['0', '7']",277
10_77,10,pc,False,,"['0', '7']",283
10_77,10,MBbyMB,True,"['0', '7']","['0', '7']",277
10_78,10,locpc,True,"['0', '2']","['0', '2']",168
10_78,10,ldecc,True,"['2', '0']","['0', '2']",86
10_78,10,CMB,True,"['0', '2', '5']","['0', '2']",216
10_78,10,pc,False,,"['0', '2']",277
10_78,10,MBbyMB,True,"['0', '2']","['0', '2']",453
10_79,10,locpc,True,[],"['0', '1', '9']",96
10_79,10,ldecc,True,['0'],"['0', '1', '9']",297
10_79,10,CMB,True,"['6', '0', '2']","['0', '1', '9']",373
10_79,10,pc,True,"['0', '1', '6']","['0', '1', '9']",643
10_79,10,MBbyMB,True,"['0', '2']","['0', '1', '9']",455
10_80,10,locpc,True,"['7', '3', '0']","['3', '4', '7']",135
10_80,10,ldecc,True,"['7', '3']","['3', '4', '7']",156
10_80,10,CMB,True,"['3', '7', '0']","['3', '4', '7']",124
10_80,10,pc,True,"['7', '3', '0']","['3', '4', '7']",331
10_80,10,MBbyMB,True,"['3', '7', '1', '0']","['3', '4', '7']",762
10_81,10,locpc,True,"['5', '9']","['5', '9']",26
10_81,10,ldecc,True,"['9', '5']","['5', '9']",24
10_81,10,CMB,False,,"['5', '9']",22
10_81,10,pc,False,,"['5', '9']",106
10_81,10,MBbyMB,False,,"['5', '9']",42
10_82,10,locpc,True,"['3', '7']","['3', '7']",86
10_82,10,ldecc,True,"['7', '3']","['3', '7']",29
10_82,10,CMB,True,"['2', '7']","['3', '7']",26
10_82,10,pc,False,,"['3', '7']",170
10_82,10,MBbyMB,True,"['2', '7']","['3', '7']",197
10_83,10,locpc,True,"['2', '8', '1']","['1', '2']",52
10_83,10,ldecc,True,"['2', '8', '1']","['1', '2']",49
10_83,10,CMB,False,,"['1', '2']",236
10_83,10,pc,False,,"['1', '2']",120
10_83,10,MBbyMB,False,,"['1', '2']",148
10_84,10,locpc,True,"['6', '8', '2']","['2', '6', '8']",105
10_84,10,ldecc,True,"['6', '2', '8']","['2', '6', '8']",60
10_84,10,CMB,True,"['2', '1']","['2', '6', '8']",21
10_84,10,pc,False,,"['2', '6', '8']",244
10_84,10,MBbyMB,True,"['2', '1']","['2', '6', '8']",110
10_85,10,locpc,True,['6'],['6'],160
10_85,10,ldecc,True,['6'],['6'],136
10_85,10,CMB,True,['4'],['6'],714
10_85,10,pc,False,,['6'],379
10_85,10,MBbyMB,True,[],['6'],839
10_86,10,locpc,True,"['7', '3']","['3', '7']",185
10_86,10,ldecc,True,"['7', '2', '3']","['3', '7']",253
10_86,10,CMB,True,"['7', '3']","['3', '7']",446
10_86,10,pc,False,,"['3', '7']",807
10_86,10,MBbyMB,True,"['7', '3', '2']","['3', '7']",1120
10_87,10,locpc,True,"['2', '7']","['2', '7']",186
10_87,10,ldecc,True,"['7', '2']","['2', '7']",126
10_87,10,CMB,True,"['4', '6', '0']","['2', '7']",407
10_87,10,pc,False,,"['2', '7']",647
10_87,10,MBbyMB,True,[],"['2', '7']",609
10_88,10,locpc,True,"['0', '8']","['0', '8']",40
10_88,10,ldecc,True,"['8', '0']","['0', '8']",24
10_88,10,CMB,True,"['0', '8']","['0', '8']",21
10_88,10,pc,True,"['0', '8']","['0', '8']",125
10_88,10,MBbyMB,True,"['0', '2', '8', '7']","['0', '8']",256
10_89,10,locpc,True,"['0', '2']","['2', '5']",119
10_89,10,ldecc,True,"['2', '5']","['2', '5']",29
10_89,10,CMB,True,[],"['2', '5']",284
10_89,10,pc,True,"['0', '2']","['2', '5']",322
10_89,10,MBbyMB,True,[],"['2', '5']",226
10_90,10,locpc,True,"['4', '6', '8']","['4', '6', '8']",46
10_90,10,ldecc,True,"['6', '4', '8']","['4', '6', '8']",34
10_90,10,CMB,True,"['6', '9']","['4', '6', '8']",21
10_90,10,pc,False,,"['4', '6', '8']",136
10_90,10,MBbyMB,True,"['6', '9']","['4', '6', '8']",94
10_91,10,locpc,True,"['7', '5', '8', '1', '6']","['1', '5', '6', '7', '8']",173
10_91,10,ldecc,True,"['7', '5', '1', '6', '8']","['1', '5', '6', '7', '8']",106
10_91,10,CMB,True,"['1', '7', '5']","['1', '5', '6', '7', '8']",45
10_91,10,pc,True,"['7', '5', '8', '1', '6']","['1', '5', '6', '7', '8']",248
10_91,10,MBbyMB,True,"['1', '7', '5']","['1', '5', '6', '7', '8']",243
