experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
100_32,100,MBbyMB,True,"['24', '31', '37', '91', '49']",['80'],5135
100_33,100,locpc,False,,['27'],3072
100_33,100,ldecc,True,[],['27'],9564
100_33,100,CMB,True,"['27', '12']",['27'],2574
100_33,100,MBbyMB,True,"['86', '83', '27', '12', '71']",['27'],3064
100_34,100,locpc,True,[],"['59', '63']",3724
100_34,100,ldecc,False,,"['59', '63']",16250
100_34,100,CMB,True,['39'],"['59', '63']",42956
100_34,100,MBbyMB,True,"['55', '3', '92']","['59', '63']",10734
100_35,100,locpc,True,"['21', '66']",['58'],1135
100_35,100,ldecc,False,,['58'],14478
100_35,100,CMB,True,"['49', '37', '84', '96', '80', '99', '66']",['58'],16693
100_35,100,MBbyMB,True,"['49', '53', '87', '85', '66', '67']",['58'],18317
100_36,100,locpc,True,['13'],['13'],2727
100_36,100,ldecc,True,"['13', '7']",['13'],9448
100_36,100,CMB,True,"['13', '7', '64']",['13'],4829
100_36,100,MBbyMB,True,"['13', '64']",['13'],8555
100_37,100,locpc,True,"['36', '6']","['6', '36']",4409
100_37,100,ldecc,False,,"['6', '36']",16224
100_37,100,CMB,True,['56'],"['6', '36']",20065
100_37,100,MBbyMB,True,['56'],"['6', '36']",12497
100_38,100,locpc,True,"['26', '31', '80', '2']",['26'],1854
100_38,100,ldecc,False,,['26'],16307
100_38,100,CMB,True,"['7', '31', '44', '45', '58', '46', '50']",['26'],24996
100_38,100,MBbyMB,True,"['19', '31', '39', '44', '49', '58', '55']",['26'],32850
100_39,100,locpc,False,,['8'],4108
100_39,100,ldecc,True,"['41', '8']",['8'],394
100_39,100,CMB,True,"['41', '8']",['8'],123
100_39,100,MBbyMB,True,"['41', '92', '33', '8']",['8'],6158
100_40,100,locpc,True,"['88', '10', '45', '17']",['88'],1218
100_40,100,ldecc,False,,['88'],14234
100_40,100,CMB,True,['55'],['88'],20892
100_40,100,MBbyMB,True,"['9', '82', '97', '36', '45', '88']",['88'],10470
100_41,100,locpc,True,['2'],['2'],3533
100_41,100,ldecc,True,"['2', '20', '80']",['2'],6810
100_41,100,CMB,True,"['75', '41', '35', '80']",['2'],5050
100_41,100,MBbyMB,True,"['87', '91', '39', '80']",['2'],10171
100_42,100,locpc,True,"['24', '89', '15', '5']",['15'],3592
100_42,100,ldecc,True,[],['15'],22768
100_42,100,CMB,True,['23'],['15'],34962
100_42,100,MBbyMB,True,"['24', '96', '90', '12', '89']",['15'],19615
100_43,100,locpc,True,"['58', '3', '86']","['3', '86']",2045
